instance_id	repository	variant	rendered_entities	source_entities	target_count	matched_target_count	source_target_coverage	source_hit	source_complete	prompt_tokens	prompt_sha256
pytest-dev__pytest-7324	pytest-dev__pytest	bm25	16	8	3	1	0.3333333333333333	1	0	3577	15d836a3e5362a77e6b06457241557005eb91af1596b4e6938f73d22b23d32ba
pytest-dev__pytest-7432	pytest-dev__pytest	bm25	19	6	1	1	1.0	1	1	3617	7383850c53a6363763b9f3fa441ee6b57450df126c5e393b409ff899c6fce4ab
pytest-dev__pytest-7490	pytest-dev__pytest	bm25	18	2	3	1	0.3333333333333333	1	0	3656	6417ffeb7dcf8322a3636509bc6a93d535c0c5ea15d1727a1c5904804fbabe74
pytest-dev__pytest-7521	pytest-dev__pytest	bm25	14	3	1	0	0.0	0	0	3672	d5421c4b6a03b07bbd993b2cab107bd0099f7b6a132da2b5ff3ab0a16645cbc2
pytest-dev__pytest-7571	pytest-dev__pytest	bm25	18	6	3	0	0.0	0	0	3277	54b4157bf9999ac9d2f2bbc7b53a4af99ee3776b55cd96dfdeb14a1bfc37635f
pytest-dev__pytest-7982	pytest-dev__pytest	bm25	15	8	1	0	0.0	0	0	3302	220958b5d7d81025770bdc3cf19ce0b8efac33b03d94c8809ff176cd51876ff9
pytest-dev__pytest-8399	pytest-dev__pytest	bm25	10	3	5	0	0.0	0	0	2683	743a11ae89e2b22f3f93bf4956665671cc377a05ffb68c17f1e2f0b3551f9db7
scikit-learn__scikit-learn-10297	scikit-learn__scikit-learn	bm25	20	2	2	1	0.5	1	0	3551	1b51352527acd1ae79aa5e3572e1d0fd182ca29af09f580178e15ea7b7aaae56
scikit-learn__scikit-learn-10844	scikit-learn__scikit-learn	bm25	20	4	1	1	1.0	1	1	3833	6d9d8f0b44579ad1ce31ed91d1580c5adf6f27f22375c818b5a6b71993e1f19c
scikit-learn__scikit-learn-10908	scikit-learn__scikit-learn	bm25	20	5	1	0	0.0	0	0	3874	8c2a7049a9accb698ab8762835b1ab8e7d07402cf643a145a5a1235d76ff2d8a
scikit-learn__scikit-learn-11310	scikit-learn__scikit-learn	bm25	20	2	2	1	0.5	1	0	3598	2acb8bceb9be3fe0289ce7b56da2c33c16deba9e2d97bfcb0fc34c2a91f09faf
scikit-learn__scikit-learn-11578	scikit-learn__scikit-learn	bm25	10	2	1	1	1.0	1	1	3987	c78df50f84eac69a4ec2ca5ac53c6f65e92cf133af7b932af2e63772a80f3b8c
scikit-learn__scikit-learn-12585	scikit-learn__scikit-learn	bm25	20	4	1	1	1.0	1	1	3589	8defde37e30748bcf41bdfd8e9f46dc19d41e9349605db8a145a088b335b2dd9
scikit-learn__scikit-learn-12682	scikit-learn__scikit-learn	bm25	15	4	14	3	0.21428571428571427	1	0	3874	7d1f0f57aa25623f520aa26f5a6ed5c92ff702ecfa5e5879bae7821f4567bda2
scikit-learn__scikit-learn-12973	scikit-learn__scikit-learn	bm25	20	4	1	0	0.0	0	0	3753	0dc87dbd3c4a1e9ff00610586f0f0ed7a5aedafe2861198e160c3794238ede49
scikit-learn__scikit-learn-13124	scikit-learn__scikit-learn	bm25	14	2	2	1	0.5	1	0	3881	eb30c5def4c58bfdb24a2947454827164eb78ad0f61a7ed34f0e160970c32e41
scikit-learn__scikit-learn-13135	scikit-learn__scikit-learn	bm25	14	2	1	0	0.0	0	0	3893	bb6a75c3b22e612c95d579d732eca32463cabf0eec0f2fee2514e55ffac2d3ee
scikit-learn__scikit-learn-13142	scikit-learn__scikit-learn	bm25	12	3	1	0	0.0	0	0	4000	bb31c6625d552664df7c2dcb12bdad12c6323370ec9af9bcb01b28914c1c7945
scikit-learn__scikit-learn-13328	scikit-learn__scikit-learn	bm25	14	2	1	0	0.0	0	0	3879	c4f4ff702b67e57cbf714baa62d328b13384dab939234b47e6c96526ca978c2c
scikit-learn__scikit-learn-13439	scikit-learn__scikit-learn	bm25	19	6	1	1	1.0	1	1	3814	32cccf368d79911e3c8bcf3fede0563bdc25107b6fb681a4170021059ca4432f
scikit-learn__scikit-learn-13496	scikit-learn__scikit-learn	bm25	16	6	2	0	0.0	0	0	3687	9d377dcdc9aa61a421e87320045decdc63236081fa13c581ca1b53ce67165619
scikit-learn__scikit-learn-13779	scikit-learn__scikit-learn	bm25	17	8	1	0	0.0	0	0	3405	eb7b8a506c4fc4378e5cd80faef732ec9ea4ce14c72085693acf7e0af70c491b
scikit-learn__scikit-learn-14053	scikit-learn__scikit-learn	bm25	18	2	1	1	1.0	1	1	3875	04417239386afb04674d8e71183e37e367f93b32fe8c8ace5d9afcac97a7b6f9
scikit-learn__scikit-learn-14087	scikit-learn__scikit-learn	bm25	18	2	1	0	0.0	0	0	4000	6859891277eb1762667b0aec62838a844e6876d9081843ab730d7a5eb7a21b26
scikit-learn__scikit-learn-14141	scikit-learn__scikit-learn	bm25	17	8	1	1	1.0	1	1	2580	31674fc5f3e3994d08f75614efc3f40c8b9d76864ff2d5dc93b151627f60beb4
scikit-learn__scikit-learn-14496	scikit-learn__scikit-learn	bm25	20	2	4	2	0.5	1	0	3771	c74a0897e572a62a66810d65289f095fdfda57f473b21c78b26c325ee11a85c7
scikit-learn__scikit-learn-14629	scikit-learn__scikit-learn	bm25	17	2	2	0	0.0	0	0	3847	2042063d7e456618cf3fa83372a5f961f96f76a0e0749ebc6b7841c982aefc8f
scikit-learn__scikit-learn-14710	scikit-learn__scikit-learn	bm25	18	2	1	0	0.0	0	0	3918	9f0566f7b4f3bc2cd0cd04614ebaff30a16afc7bb0b887a4c10ed3bbe914c969
scikit-learn__scikit-learn-14894	scikit-learn__scikit-learn	bm25	20	4	1	0	0.0	0	0	3973	3aa97b3c187d7c558a59fe89cc7929d6601a84d022c0908fcda272e9e67deab0
scikit-learn__scikit-learn-14983	scikit-learn__scikit-learn	bm25	18	3	2	1	0.5	1	0	3996	f9953c012170d792f7aaa12b6f2395757435eaf40cbc9e43dc7407f568392395
scikit-learn__scikit-learn-15100	scikit-learn__scikit-learn	bm25	20	6	1	1	1.0	1	1	3914	a0eb9b8504f63c51149f5d458747b03d5e7bcb96a59b534dc6a3fce03476118e
scikit-learn__scikit-learn-25102	scikit-learn__scikit-learn	bm25	15	4	4	0	0.0	0	0	3549	3b176374d50245cc4ab33f6c64f118bede9c0b681c1d249f7d304d274cfe627f
scikit-learn__scikit-learn-25232	scikit-learn__scikit-learn	bm25	20	6	3	1	0.3333333333333333	1	0	3843	5364b301737e1e26970954818cf1f863551f65aae2f50f0fec72afbfd0294fa3
scikit-learn__scikit-learn-25747	scikit-learn__scikit-learn	bm25	17	2	1	1	1.0	1	1	3869	65b8e4259af4bceffbc77dc090d67e031098f9fa9467d46d68582d6afb333d6e
scikit-learn__scikit-learn-25931	scikit-learn__scikit-learn	bm25	19	2	3	1	0.3333333333333333	1	0	3803	2640824dea2bdc1dd051188ed46ff106984a947a66eeed6e2317bb18af1ef5d9
scikit-learn__scikit-learn-25973	scikit-learn__scikit-learn	bm25	20	5	3	1	0.3333333333333333	1	0	3956	80f5d159095209ef8ef4a0bc2ee4f18d79cd7524efc22079bd0996ad585499fa
scikit-learn__scikit-learn-26194	scikit-learn__scikit-learn	bm25	20	5	1	1	1.0	1	1	3986	aa87f4d8b19ab2ebc61f963c0abb813413539c389b07dc2db996d13e2bd59dfe
scikit-learn__scikit-learn-26323	scikit-learn__scikit-learn	bm25	19	2	1	0	0.0	0	0	3547	420269b626d6bd72213794be9af1a2565eb715b8784fd5a6917ea52df032892c
scikit-learn__scikit-learn-9288	scikit-learn__scikit-learn	bm25	13	3	1	0	0.0	0	0	3770	9d1a0a2df3f3ec46a6353c77ee4ac2b120d9ad65ae382e96894a95bd322a9fdf
sphinx-doc__sphinx-10323	sphinx-doc__sphinx	bm25	13	2	1	0	0.0	0	0	3915	0aa3499d9a329aae0d91d4f2cc2500097bf89fc7f153868b9e1947635f910b6b
sphinx-doc__sphinx-10435	sphinx-doc__sphinx	bm25	11	2	1	1	1.0	1	1	3797	f3c0ebe00677009089bc0c5e6742d90e3ed924f245ee39b2008355a35f4ed00c
sphinx-doc__sphinx-10449	sphinx-doc__sphinx	bm25	16	3	2	1	0.5	1	0	3778	96b0685e6f8520afaab48e8544a1c4738e384c8b072957ecb5190c2b789f990d
sphinx-doc__sphinx-10466	sphinx-doc__sphinx	bm25	18	2	1	0	0.0	0	0	3757	7786997b80d9f5e13b17e57607d50b105b8919fceeb3873fb9da9a69947272aa
sphinx-doc__sphinx-10614	sphinx-doc__sphinx	bm25	14	5	1	1	1.0	1	1	3771	14243710f7d070390716f92edf27d46907792f21eaf189bb04cf65f369fc22c8
sphinx-doc__sphinx-10673	sphinx-doc__sphinx	bm25	18	2	4	0	0.0	0	0	3704	3869314ebc7305669617098297951d9dae4dc83795631766e7c97c952f38f134
sphinx-doc__sphinx-11445	sphinx-doc__sphinx	bm25	17	7	3	2	0.6666666666666666	1	0	4000	2fd14b5e560048e46df5a9ea3f20b22bd53d8872f66d6369e80358ae3c29c35f
sphinx-doc__sphinx-11510	sphinx-doc__sphinx	bm25	7	2	2	0	0.0	0	0	3816	3d566516d245669225e90bd356ae1e9a17370deee49aecfeaab00039e7ad854d
sphinx-doc__sphinx-7440	sphinx-doc__sphinx	bm25	0	0	2	0	0.0	0	0	949	bd3c9e50b60ef88b53e654168e0bb6cfb48511501e056f4c1cabdfd0ced78dfa
sphinx-doc__sphinx-7454	sphinx-doc__sphinx	bm25	16	4	1	0	0.0	0	0	3603	2b38f9338a1ad66681914aeb47c3dbd85b3249f47b38fdd6accc1a1eb8d10e95
sphinx-doc__sphinx-7462	sphinx-doc__sphinx	bm25	19	4	2	0	0.0	0	0	3952	d4a363ba390284872a9fbb5f35f558d43c6c2c4bf449087a92416c5d78c50f22
sphinx-doc__sphinx-7590	sphinx-doc__sphinx	bm25	15	8	9	5	0.5555555555555556	1	0	3499	e86988d79ca51584fba474080e287750760eae3ac429de068a5d8adfb4ad43f5
sphinx-doc__sphinx-7748	sphinx-doc__sphinx	bm25	17	6	5	1	0.2	1	0	3632	2678cb84ed2262556cad8cd31b84c98dd5cd4dc9033aaf17e369150882d5a606
sphinx-doc__sphinx-7757	sphinx-doc__sphinx	bm25	11	5	1	0	0.0	0	0	3726	46a98e4391db6999c24a1c600d0a9d6314843d2748b0f9a33460186ec7878e3e
sphinx-doc__sphinx-7889	sphinx-doc__sphinx	bm25	15	4	1	0	0.0	0	0	3832	ab890cb96708390f0a3bd6df4bb7073481aad1be2b352e67dede51a9bb9d8aa2
sphinx-doc__sphinx-7910	sphinx-doc__sphinx	bm25	17	4	2	2	1.0	1	1	3605	384729aad1a2d5995eb2c113a9cf359f02ec494e6cdc5a93f6cb5f4f43024cbb
sphinx-doc__sphinx-7985	sphinx-doc__sphinx	bm25	16	2	2	1	0.5	1	0	3949	b5b0839c0fffaa6b6968f2ef144525728d88f9e5af863992f1b030b2c65df664
sphinx-doc__sphinx-8035	sphinx-doc__sphinx	bm25	17	4	7	2	0.2857142857142857	1	0	3057	9ee3fc7b840c728cc8f07e9b50cec8389dc8e9143aeff497971b1724b5c1fdf7
sphinx-doc__sphinx-8056	sphinx-doc__sphinx	bm25	18	4	2	1	0.5	1	0	3672	3214b8ecbcea047b5de7b5d5cd75b32ee306719f33c11b73b1bc2025ec6c1ad4
sphinx-doc__sphinx-8120	sphinx-doc__sphinx	bm25	17	5	3	1	0.3333333333333333	1	0	3885	72fbd4788df9e9292918c73a79f8eff10f984b122cc85cd06962d1a59c9c15e8
sphinx-doc__sphinx-8265	sphinx-doc__sphinx	bm25	18	4	2	0	0.0	0	0	3823	9f06fd0a0b1a0ed4733d0da78674bd324c64872002b77665c7ec26017cdfa9c7
sphinx-doc__sphinx-8269	sphinx-doc__sphinx	bm25	9	2	1	0	0.0	0	0	2596	d1aaa3601a073797dacc6a0ffda5d6dc9ddae8944880fdd5c42d884771f9b9aa
sphinx-doc__sphinx-8459	sphinx-doc__sphinx	bm25	18	6	1	1	1.0	1	1	3669	3d82d8756dd7eda9f43aa8e0295280f5826742de301c4a20dae1e7645e577fa2
sphinx-doc__sphinx-8475	sphinx-doc__sphinx	bm25	5	2	2	2	1.0	1	1	3958	354d2122e4a03d50d4bbb165c0bedd584640bcc395ee732bc76636d7f7506832
sphinx-doc__sphinx-8548	sphinx-doc__sphinx	bm25	13	7	3	2	0.6666666666666666	1	0	3589	8f240c9964a1b9089f4721e775ebbcc084df0860bf29dcf6486a5b5881835432
sphinx-doc__sphinx-8551	sphinx-doc__sphinx	bm25	15	2	2	0	0.0	0	0	3770	c693ec9ac3479a95b1848205e2945bce299158e284b3beceae6a13c2ceb34b46
sphinx-doc__sphinx-8593	sphinx-doc__sphinx	bm25	18	4	4	1	0.25	1	0	3512	193e2fc91f196b60422261b39646a5835592aee97ee3382667a2100dde147747
sphinx-doc__sphinx-8595	sphinx-doc__sphinx	bm25	19	6	1	0	0.0	0	0	3872	2a1186eb69f1aba6ee6b1021421ce379f4303bc86c0d0366c7c4a4709478cba5
sphinx-doc__sphinx-8621	sphinx-doc__sphinx	bm25	15	2	1	0	0.0	0	0	3687	9dc2b6575115c10db406fd1661e2b169d7f38b62819ed5578ed0d5d2045a805e
sphinx-doc__sphinx-8638	sphinx-doc__sphinx	bm25	14	2	1	0	0.0	0	0	3151	1c5b63bc66df9fab6df042362a7c9ae561017264aa73aba54c59a62dee5e5f62
sphinx-doc__sphinx-8721	sphinx-doc__sphinx	bm25	18	2	1	0	0.0	0	0	3845	95f581e822f855038ceba9088bd95c1189fc3600caca294b3fcad8835c8296db
sphinx-doc__sphinx-9229	sphinx-doc__sphinx	bm25	17	2	3	1	0.3333333333333333	1	0	3905	5cde5bd22ed3af950f0a385b7338db2536d1c8e62eb9e8ea901ef28ec9a168c9
sphinx-doc__sphinx-9230	sphinx-doc__sphinx	bm25	15	4	1	0	0.0	0	0	3869	171fb8f565b765bd1bdd59fd8fa8f9a6e27f049fce9c81e245c8112c89670c91
sphinx-doc__sphinx-9258	sphinx-doc__sphinx	bm25	15	2	1	0	0.0	0	0	3773	7a5540a715d48aeab3dd159b7f25ba185cfe35720bfeecfa132a44fe425e9a64
sphinx-doc__sphinx-9281	sphinx-doc__sphinx	bm25	16	2	1	1	1.0	1	1	3730	13d623dd9a8424f2e03b009a3252a00e589b60c577c469c545299ee00f529213
sphinx-doc__sphinx-9320	sphinx-doc__sphinx	bm25	19	6	2	2	1.0	1	1	3830	cb12b338729919d4bc0fc7321ea6c56a78f8931147d75f5d1474a15d655bcdd2
sphinx-doc__sphinx-9367	sphinx-doc__sphinx	bm25	19	8	1	0	0.0	0	0	3751	375a83441d130f86dc10d281e1cc674b9927192dea5fc7ea08cd6c4b91103ec8
sphinx-doc__sphinx-9461	sphinx-doc__sphinx	bm25	14	5	8	2	0.25	1	0	3741	757539db982fff0239a66068c83ee1be383d09196395c5dba63179ce01f84d45
sphinx-doc__sphinx-9591	sphinx-doc__sphinx	bm25	15	2	1	0	0.0	0	0	3727	49d4a3f980056ff1bf01e60d74e2129c91de1cd6485127ae0eb5a97e1af9a6ee
sphinx-doc__sphinx-9602	sphinx-doc__sphinx	bm25	16	2	1	0	0.0	0	0	3895	e34ce690d0e9e6c4eee38357fb9693f1c8b72d354c3a54cdc6fd9e385ae7879f
sphinx-doc__sphinx-9658	sphinx-doc__sphinx	bm25	13	5	3	0	0.0	0	0	3906	9815ff24c3547820f9057d001415266a67951e90c75c2572991b5e465fb03eb8
sphinx-doc__sphinx-9673	sphinx-doc__sphinx	bm25	17	6	1	0	0.0	0	0	3708	5bf7b6f659b24c5919ff9b829011bf0bf2997f237d6dd7bd3a56f49311983202
sphinx-doc__sphinx-9698	sphinx-doc__sphinx	bm25	20	2	1	0	0.0	0	0	3671	bf3f2dc829534b43ef3e5ca973ff664ae825868e506808df90dc9ff4c21c9600
sphinx-doc__sphinx-9711	sphinx-doc__sphinx	bm25	20	2	2	2	1.0	1	1	3879	3c6dc30d991478fe8852e8056ca1f4ec847a8a9aa2c7be5aaf2b5106b1861a80
sympy__sympy-11618	sympy__sympy	bm25	18	8	1	1	1.0	1	1	3718	da5fbbc080063375d1ea096bf715c1517ce51b5f9431655b61f071bc3c9902c2
sympy__sympy-12096	sympy__sympy	bm25	18	6	1	1	1.0	1	1	3964	187cb80f530362e96ef1539f9697f3edab6aa1a661eaa988b9336e940d4cff13
sympy__sympy-12419	sympy__sympy	bm25	16	8	3	1	0.3333333333333333	1	0	3747	e4f3e26f5790cd00fb48aea4031f1e895e878597537583ad08d6ea9c106b0307
sympy__sympy-12481	sympy__sympy	bm25	20	7	1	1	1.0	1	1	3574	22f2ad67fbc60748996051c0ce04ed17d5fde1937c6c5cc1d95e38a203c3178b
sympy__sympy-12489	sympy__sympy	bm25	20	4	24	5	0.20833333333333334	1	0	3518	7002a52edea54766f9af7edc9ab896db990dadf5fe6840eed3f161cb78d82077
sympy__sympy-13031	sympy__sympy	bm25	14	8	2	0	0.0	0	0	3805	a9500eb2e1c65aa61cbc78429afe3d3866753a3111f023cbefe09f43b6bbbac7
sympy__sympy-13091	sympy__sympy	bm25	14	8	56	2	0.03571428571428571	1	0	3803	a1ac132bff3255cf94ddd947b3324676928142659e24fe3159b00c0adf8627da
sympy__sympy-13372	sympy__sympy	bm25	20	5	1	0	0.0	0	0	3611	26f156895f96e433ade9a2c746fcab875132218c7440adcc6afe543c4eaead20
sympy__sympy-13480	sympy__sympy	bm25	20	4	1	1	1.0	1	1	3729	50213587baa62e0c8d87920d380a170f3e77778a55d5eec5e265e2993bb7c18d
sympy__sympy-13551	sympy__sympy	bm25	19	8	1	1	1.0	1	1	3886	576790088d39b09a7c976e7c39f49996f93843c941959dc20a4ad97e7d8a02da
sympy__sympy-13615	sympy__sympy	bm25	15	8	1	0	0.0	0	0	3586	251297a7c9180800f78523fb6b06f360f37c668a23b0395ee8049eae924eac1f
sympy__sympy-13647	sympy__sympy	bm25	20	6	1	1	1.0	1	1	3862	18c81c44aa8da006b153df7a97ce85700400e74c26385f1ffc2700b6a564203b
sympy__sympy-13757	sympy__sympy	bm25	11	5	1	1	1.0	1	1	2707	94f158a545e540d7020fa31dd3c48993fb10ae6ee291b26e03afb1a4a990fa45
sympy__sympy-13798	sympy__sympy	bm25	20	4	1	1	1.0	1	1	3921	430fe8572c1dbc8b5ee95ed5edc431a44e89cba139f1c1a93367b21c16bf8a8c
sympy__sympy-13852	sympy__sympy	bm25	12	6	3	2	0.6666666666666666	1	0	3619	c9ab1037a8cbbe544798752a53aadf8620caefa9cb0efef258ac58f14cdded29
sympy__sympy-13877	sympy__sympy	bm25	19	2	3	2	0.6666666666666666	1	0	3974	d18ca4c83ebd97ce657b27129d7bd2b5bb669bdd5b7cab5cd0e601ad0f64ad77
sympy__sympy-13878	sympy__sympy	bm25	20	6	15	3	0.2	1	0	3926	130a90884d7431595fe8ddd85fd2038c30b59f605810b8ca5d90ff5ec0b65c98
sympy__sympy-13974	sympy__sympy	bm25	18	7	3	2	0.6666666666666666	1	0	3883	39bc5aa320b6952ec39d173306cdf21e1caf3cab65c23658fb22d4de76ee866b
sympy__sympy-14248	sympy__sympy	bm25	17	8	5	0	0.0	0	0	3876	0c455121300a3df9d4cd08556b02bd9b5fba0d755ad5a9821ea53970deef7eed
sympy__sympy-14531	sympy__sympy	bm25	17	8	12	1	0.08333333333333333	1	0	3200	66fd87357390fbbf25c46f57dacbe3a61b91cec487890cc04f33489259e15ce9
sympy__sympy-14711	sympy__sympy	bm25	20	8	1	0	0.0	0	0	3445	3648241cb70f68e60a94f231e0ee399e419a05e437b4277eba76983fea3b3f11
sympy__sympy-14976	sympy__sympy	bm25	20	4	1	0	0.0	0	0	3700	df8a2cccb04578d585748ff4a26fa003a728da8f964f4446030cb5d69d9e9f66
sympy__sympy-15017	sympy__sympy	bm25	17	8	1	0	0.0	0	0	3581	68cec53c1ae925dc4418f3483847bc35a3bd19c588cd2b118a68223fc341632a
sympy__sympy-15345	sympy__sympy	bm25	15	8	2	1	0.5	1	0	3615	c8fd834714c099000913663141376a1ac16666f518b41334c7344a171c87ed5c
sympy__sympy-15349	sympy__sympy	bm25	20	6	1	1	1.0	1	1	3879	a48618dfba55120525d563428b940dc40cfa9f3fe71d48530d444b1e8aac7623
sympy__sympy-15599	sympy__sympy	bm25	19	2	2	2	1.0	1	1	3610	90c7408b756d127cd6a5851932d90c5ff934c708ded1bd38fd3038bd4999e2c2
sympy__sympy-15809	sympy__sympy	bm25	16	6	1	0	0.0	0	0	3131	83826ed87521184034aefef39065f6c4f362dc934f39e2b99dab77102c11d3ed
sympy__sympy-15875	sympy__sympy	bm25	18	8	1	1	1.0	1	1	2904	419acbc09b1b748193cdb5ad0157debbce35e2921dab90dafb98b3ab2194d58d
sympy__sympy-15976	sympy__sympy	bm25	14	5	1	1	1.0	1	1	3826	4f77d95d703b894f889e81715497f90dbf10dc10df6d886716cdb93e45b6cde8
sympy__sympy-16450	sympy__sympy	bm25	18	4	1	0	0.0	0	0	3624	fc98106838244fd615dbea38fdc09a6cf570783e9db6f9993079e5de67c4cc1e
sympy__sympy-16597	sympy__sympy	bm25	14	6	8	1	0.125	1	0	3603	73cba08084e0377cf6266c13f1e6ef314fe1e0850312f1223420394c79ee4d79
sympy__sympy-16766	sympy__sympy	bm25	14	7	1	1	1.0	1	1	2857	b9d78c4ea1a55b571857fa43e20d88c55a2e92a5050ff8ec0efff4b73dae0c9c
sympy__sympy-16792	sympy__sympy	bm25	16	3	1	0	0.0	0	0	3566	1659c68076b71aa48c4b1a1c08daa7ab524c3063fd0ee2e5688a9fa2e6e9f504
sympy__sympy-16886	sympy__sympy	bm25	19	4	1	1	1.0	1	1	3852	7e849cf27b0653c4c0cbaf5ee7eec38aaf4cdb7a95bf3c202af778f9443dbb49
sympy__sympy-17139	sympy__sympy	bm25	20	3	1	1	1.0	1	1	3646	07df8c2492b709e927d1c2d374c0ba89085a36aa82152d226900972312519d7c
sympy__sympy-17318	sympy__sympy	bm25	20	4	3	1	0.3333333333333333	1	0	3796	997f8c72a687f6adc7563de93850529ab00eab5f8eb16cda9cec607b1b1bd7d9
sympy__sympy-17630	sympy__sympy	bm25	20	6	1	0	0.0	0	0	3890	d00c49a318c71fe38152b1e174334f477640c7c87ef0d3d1fc49e08b0c1f8387
sympy__sympy-17655	sympy__sympy	bm25	19	6	1	1	1.0	1	1	3829	f41e680862e83f226d9e71dffebae52b6068399ba55d6f924fa625154251102d
sympy__sympy-18189	sympy__sympy	bm25	18	4	1	1	1.0	1	1	3874	1ab6c84d62f7d3ceb5af93e2789903dde0f71609722cf3d9bb48078e66daf266
sympy__sympy-18199	sympy__sympy	bm25	18	6	2	2	1.0	1	1	3883	21a8ddf2736efefbc9d4eff41368751bbfb1f6a392e4a73c4b67311a0d2f1344
sympy__sympy-18211	sympy__sympy	bm25	18	5	1	0	0.0	0	0	3641	914d9f98f6ec0628fa0f546aaa65327d2b81a189745fc5166f5c0c859ca95a12
sympy__sympy-18698	sympy__sympy	bm25	16	8	2	1	0.5	1	0	3695	d36519a97dfd33b9e06807449b4a2d734310d90523bdec84a4565c03013e6d8c
sympy__sympy-18763	sympy__sympy	bm25	13	7	1	1	1.0	1	1	2904	5401372f622707ffd3b5ea46aca973dfa53b6ae379ef93d1ac28823ef53243ae
sympy__sympy-19040	sympy__sympy	bm25	18	4	1	0	0.0	0	0	3678	d53bfeac6a7791c3c2abd2c0933da3c5dc79498e009f501cb8141ef9990c0c1d
sympy__sympy-19346	sympy__sympy	bm25	17	8	1	1	1.0	1	1	3597	535e5f392b76f71ebdf2152a9b9e3848612a8013332773fbacfecbfe25e97962
sympy__sympy-19495	sympy__sympy	bm25	15	4	2	2	1.0	1	1	3619	ed77d943c994b452ac12a3432eedbd40a19de91b137ee97b0b61e4469d93200e
sympy__sympy-19637	sympy__sympy	bm25	20	6	1	1	1.0	1	1	3347	ba7dd73e17f6decee820023b4121c455e00c6e77f56f5b12fddcc87b005b6152
sympy__sympy-19783	sympy__sympy	bm25	13	4	2	2	1.0	1	1	3402	b3d453ea4815432d3bdd93d1dc9673dfc4681178ecbda3b1c1b910ebe6dd7a3d
sympy__sympy-19954	sympy__sympy	bm25	20	3	1	1	1.0	1	1	3671	35333f7e6099023126f10daade8924a94b0957a398a9304c7ebbdabef79f9e01
sympy__sympy-20154	sympy__sympy	bm25	20	4	1	1	1.0	1	1	3597	f8b73273bc89e671d574e75688d4e8e590ca29dd61b40a6e2739f9b5eb448fa9
sympy__sympy-20428	sympy__sympy	bm25	19	2	1	0	0.0	0	0	3749	a5c78bb61bb133fe2642ae5db04e3a19bbdd94802b07a2b75bd6ed052f749ce1
sympy__sympy-20438	sympy__sympy	bm25	18	4	6	0	0.0	0	0	3632	4e784e8012af5aa7d102aa7954a50cfe6fb49f6a70738bf7a30e1898d801b492
sympy__sympy-20590	sympy__sympy	bm25	10	4	1	0	0.0	0	0	2898	6fd8119d2930de8d7d0cd08768c4cf28769ecca027579678971937b096b24aa6
sympy__sympy-20801	sympy__sympy	bm25	17	6	1	1	1.0	1	1	3860	b873311f52e7457306fde4863ff27e2e52606d1cb8d8a0adeefd2861a915315b
sympy__sympy-20916	sympy__sympy	bm25	16	6	2	1	0.5	1	0	3283	95687eafc9c2879ca752155f50e67353aaacc1284d1a46341c329ce6f3cf7678
sympy__sympy-21379	sympy__sympy	bm25	17	4	1	0	0.0	0	0	3510	346d15d23f8ee55c8bebdf1a14289661bf331b9d9b062f651a3c3cc42b53410c
sympy__sympy-21596	sympy__sympy	bm25	16	8	2	0	0.0	0	0	3588	fc44dd46d1a80d35e260e6457001ad898a714bfaaf13986ce5794a57d87aa555
sympy__sympy-21612	sympy__sympy	bm25	15	5	1	0	0.0	0	0	3598	51f64e2a1b65a1b0e16a66ec87be599350491bb6d6330097b37718c2c96d4145
sympy__sympy-21847	sympy__sympy	bm25	17	7	1	1	1.0	1	1	3666	b9e7a15b35345e9b4ea0cc57b0b7a29d5bdbab556a088119d14eaf1b8edb43cc
sympy__sympy-21930	sympy__sympy	bm25	18	6	3	1	0.3333333333333333	1	0	3922	76c0e5367711b46a7be11cbd9a770485df68dba2e5537a8ad86c67cc22ac82cd
sympy__sympy-22080	sympy__sympy	bm25	15	6	3	0	0.0	0	0	3904	d8a14272d97a3e989d7337be9baa0028df8c0d40ce28f70191e7841c67e06582
sympy__sympy-22456	sympy__sympy	bm25	10	2	1	1	1.0	1	1	1854	f96671433bca08dadcd71f77cca05d96dd28a873ad03257ebe675d6408583aed
sympy__sympy-22714	sympy__sympy	bm25	20	4	1	1	1.0	1	1	3925	5bbf1c73cf2116756dfc56dbf69477a3462d7e9eb083032c4db846769e34183c
sympy__sympy-22914	sympy__sympy	bm25	19	8	1	0	0.0	0	0	3936	c55661d25a7c7865c290a7c705adb7431d342efa65ff8a6fec64d566e93d1300
sympy__sympy-23262	sympy__sympy	bm25	14	7	1	0	0.0	0	0	3004	069641b46f23f7cdaede019b3f4b1615d216f0437531c4e94c6c87778a2b00c4
sympy__sympy-23413	sympy__sympy	bm25	20	6	1	0	0.0	0	0	3674	ecd15c95b4702ab04732ab029dc351ff0694cbf900ccdfbd904bc62e0d4bba8e
sympy__sympy-23534	sympy__sympy	bm25	20	6	1	0	0.0	0	0	3923	57b9a7eb2559bc9780e8d1fd245650619737417e7a8f1e2f4465fc8c5dc3dbca
sympy__sympy-23824	sympy__sympy	bm25	20	3	1	1	1.0	1	1	3862	5791ac79cb03e44c8d214bebd036e1867d36e75661e72763e179fc6d6b8a674f
sympy__sympy-23950	sympy__sympy	bm25	20	6	1	1	1.0	1	1	3575	950d6bf752d46dcbeb2b4b9328eb54fe5e791b624db07e334fa799dc6dbb1460
