instance_id	variant	nonempty	patch_sha256	result_rows	dataset_source	problem_statement_tokens	first_prompt_profile	context_profile_version	response_prefill	max_retries	generation_extra_body	candidate_entity_count	candidate_file_count	candidate_class_scope_count	first_prompt_rendered_entity_count	first_prompt_source_entity_count	first_prompt_tokens	retry_count	final_status	applied_file_count
django__django-16493	bm25	0		1	temp_run/generated/SWE-bench_Verified.jsonl	225	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	19	9	10	19	8	4604	1	failed	0
django__django-16502	bm25	0		1	temp_run/generated/SWE-bench_Verified.jsonl	492	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	16	11	7	16	4	4732	1	failed	0
django__django-16527	bm25	1	e2ef7e08ecd611a15bd022bb6836d045689507b83584463176ae311d9cb9cbd3	1	temp_run/generated/SWE-bench_Verified.jsonl	130	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	20	6	5	20	8	3825	0	success	1
django__django-16560	bm25	1	eca959a2853611c9149c257498f096e5a910f1459177343f73c9d871f1a38899	1	temp_run/generated/SWE-bench_Verified.jsonl	166	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	18	7	7	18	8	4140	0	success	1
django__django-16569	bm25	1	6d75745e83a672c29c1af9f3703f9859b9e94a05d330ed70a74bb256b971836d	1	temp_run/generated/SWE-bench_Verified.jsonl	410	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	20	5	5	20	8	3846	0	success	1
django__django-16595	bm25	1	b43f7c025a55d319e2fc99d663ccfebd97b88f2d56eacf08900259ab0822f36f	1	temp_run/generated/SWE-bench_Verified.jsonl	372	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	20	11	20	20	6	4865	1	success	1
django__django-16612	bm25	1	9c9afaf233b33021c7d3fd6d8ce820559c7e4af73ecc229fe4182025f6861ba7	1	temp_run/generated/SWE-bench_Verified.jsonl	201	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	20	7	8	20	8	3985	1	success	1
django__django-16631	bm25	1	94af75ba77e70181bc8f39f4d1c1a2c7a75269099e8697ecfb43f54186857428	1	temp_run/generated/SWE-bench_Verified.jsonl	188	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	20	8	5	20	8	4076	1	partial	2
django__django-16642	bm25	1	29f69afff67e03aac7e803cd2ba0003993a345acc51846bb9457c33429e0f2b3	1	temp_run/generated/SWE-bench_Verified.jsonl	71	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	14	9	5	14	8	3579	0	success	1
django__django-16661	bm25	1	150b6a2af01f76270e9e2fdb863c4ee9034083d489be105da8b3a42648d92b39	1	temp_run/generated/SWE-bench_Verified.jsonl	295	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	20	9	3	20	8	4427	1	success	1
django__django-16662	bm25	0		1	temp_run/generated/SWE-bench_Verified.jsonl	146	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	15	6	5	15	7	3582	1	failed	0
django__django-16667	bm25	1	2ac7d74463158af2a3583fde3e8542a332a46b975fab04dcc1cae603e0ed8cbc	1	temp_run/generated/SWE-bench_Verified.jsonl	430	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	20	1	19	20	4	3709	1	success	1
django__django-16801	bm25	0		1	temp_run/generated/SWE-bench_Verified.jsonl	149	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	19	4	16	19	8	4319	1	failed	0
django__django-16819	bm25	1	a4e19a3733eac3927c3530df48e36e3a2af36c7420e5fd29e8ebc941dc65386e	1	temp_run/generated/SWE-bench_Verified.jsonl	28	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	17	5	16	17	6	3626	0	success	1
django__django-16877	bm25	1	7a4b51b8db0eb067ec7306ea842943e03036fbc9e18ed7dab245f22f9f92931a	1	temp_run/generated/SWE-bench_Verified.jsonl	101	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	16	5	6	16	8	2927	0	success	1
django__django-16899	bm25	0		1	temp_run/generated/SWE-bench_Verified.jsonl	173	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	20	2	1	20	5	3130	1	failed	0
django__django-16901	bm25	1	bafdd57f062b3cbcb3a68c77b5de09e67efa5198e8426f83b2955672ffcfd7bb	1	temp_run/generated/SWE-bench_Verified.jsonl	298	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	14	7	5	14	6	3695	0	success	1
django__django-16938	bm25	1	f6d34c7b4b48a92b8c9fb092b4604d444ed6cf2de8d1c0799f534923593f1d2a	1	temp_run/generated/SWE-bench_Verified.jsonl	982	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	19	10	3	19	6	4988	1	success	1
django__django-16950	bm25	0		1	temp_run/generated/SWE-bench_Verified.jsonl	369	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	18	5	2	18	8	4821	1	failed	0
django__django-17029	bm25	1	1cc19ac6aa8da03d1b78bd83363dfbd40b6906e3754990861ca7e1996aaee7e6	1	temp_run/generated/SWE-bench_Verified.jsonl	239	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	20	7	2	20	8	3539	0	success	1
django__django-17084	bm25	1	03876da59bd45bc13d91438c834ba3250ec7ff6d71d07154fb53f419b3ec79a6	1	temp_run/generated/SWE-bench_Verified.jsonl	179	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	15	6	12	15	7	3509	0	success	1
django__django-17087	bm25	1	035e28666948aa9478a1e8ef62931c655df4a89722b7536584048ad520d91e64	1	temp_run/generated/SWE-bench_Verified.jsonl	274	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	15	7	2	15	2	4558	0	success	1
django__django-7530	bm25	1	2b194918046bebb61ccb833158de2b0fe8114bdc45472a41b4200d293ae4839d	1	temp_run/generated/SWE-bench_Verified.jsonl	111	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	17	9	8	17	8	4443	1	success	1
django__django-9296	bm25	1	ff6da94eec884aa695d705c1f60c7c369d73dadae02d39340f45bb82b20a7cd3	1	temp_run/generated/SWE-bench_Verified.jsonl	95	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	20	8	18	20	8	4313	0	success	1
matplotlib__matplotlib-13989	bm25	0		1	temp_run/generated/SWE-bench_Verified.jsonl	434	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	20	8	1	8	2	2684	1	failed	0
matplotlib__matplotlib-14623	bm25	0		1	temp_run/generated/SWE-bench_Verified.jsonl	333	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	16	7	6	14	2	4921	1	failed	0
matplotlib__matplotlib-20488	bm25	0		1	temp_run/generated/SWE-bench_Verified.jsonl	535	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	20	10	10	20	6	4858	1	failed	0
matplotlib__matplotlib-20676	bm25	0		1	temp_run/generated/SWE-bench_Verified.jsonl	386	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	13	2	5	13	6	3568	1	failed	0
matplotlib__matplotlib-20826	bm25	1	f58b36273dc8b279e8fc5add396d0ff9c9f3555da6028736ea2dbe936ff841a0	1	temp_run/generated/SWE-bench_Verified.jsonl	675	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	16	6	3	16	8	4702	0	success	1
matplotlib__matplotlib-20859	bm25	1	3ab77075152114b49909da74df0478f3c910ad02aae564f8eb934b3c42e55fb8	1	temp_run/generated/SWE-bench_Verified.jsonl	642	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	20	4	3	10	2	3052	1	success	1
matplotlib__matplotlib-21568	bm25	1	4db453e5209cdaad080d03baae75d72024f3daecb45a2f8b7bfbdb1765f3d20a	1	temp_run/generated/SWE-bench_Verified.jsonl	381	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	13	5	5	13	6	3594	0	success	1
matplotlib__matplotlib-22719	bm25	0		1	temp_run/generated/SWE-bench_Verified.jsonl	1203	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	20	7	8	2	2	4909	1	failed	0
matplotlib__matplotlib-22865	bm25	1	199d287dcfb214163446f5f0182e57ba55aa1e039b3e030eadad336d4ca7ba5c	1	temp_run/generated/SWE-bench_Verified.jsonl	398	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	16	5	2	16	8	4088	0	success	1
matplotlib__matplotlib-22871	bm25	1	04013fe6fca89b4edf5d94db15abbb2150c01e89222f3cdf2ca0704165c75827	1	temp_run/generated/SWE-bench_Verified.jsonl	386	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	20	3	4	20	8	4290	1	success	1
matplotlib__matplotlib-23299	bm25	1	82a5f7c793cd32e19e98d52ab9f2b037c1e0f105be866dacf688f7b4a78f6013	1	temp_run/generated/SWE-bench_Verified.jsonl	475	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	20	5	6	20	8	4494	1	success	1
matplotlib__matplotlib-23314	bm25	0		1	temp_run/generated/SWE-bench_Verified.jsonl	233	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	20	8	0	20	8	3730	1	failed	0
matplotlib__matplotlib-23412	bm25	1	0f3ca1c6b5321a8a73b9e28d6c4e11a23c1e1aba3ca9170490b5d17653820308	1	temp_run/generated/SWE-bench_Verified.jsonl	579	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	18	7	1	14	2	2944	0	partial	1
matplotlib__matplotlib-23476	bm25	0		1	temp_run/generated/SWE-bench_Verified.jsonl	1089	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	17	5	10	17	8	4607	1	failed	0
matplotlib__matplotlib-24026	bm25	0		1	temp_run/generated/SWE-bench_Verified.jsonl	632	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	20	5	2	0	0	1322	0	failed	0
matplotlib__matplotlib-24149	bm25	1	3506fcb20d22307b101cb7bc45b94516c38514657f4887834180c3299ecc5a74	1	temp_run/generated/SWE-bench_Verified.jsonl	901	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	20	9	1	6	2	2426	1	success	1
matplotlib__matplotlib-24177	bm25	1	cd9c0b54a618630fe15c214bc37126a53bde8385ac1fa961a8fc7967500c26f7	1	temp_run/generated/SWE-bench_Verified.jsonl	515	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	16	6	1	16	8	4886	1	success	1
matplotlib__matplotlib-24570	bm25	0		1	temp_run/generated/SWE-bench_Verified.jsonl	391	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	20	10	6	20	8	4346	1	failed	0
matplotlib__matplotlib-24627	bm25	1	df1cae04ebf6602c0f80cc1276b72db3fa7a2eba155db53f1ad0592d769bc497	1	temp_run/generated/SWE-bench_Verified.jsonl	137	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	15	5	0	15	8	3694	0	partial	2
matplotlib__matplotlib-24637	bm25	0		1	temp_run/generated/SWE-bench_Verified.jsonl	535	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	19	6	6	19	8	4719	1	failed	0
matplotlib__matplotlib-24870	bm25	0		1	temp_run/generated/SWE-bench_Verified.jsonl	350	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	19	8	3	15	2	4535	1	failed	0
matplotlib__matplotlib-24970	bm25	1	79bd45ecf4fc6abf2de78796b5696c14c64f8d7bd3f0fd30e67e877f2d9e4518	1	temp_run/generated/SWE-bench_Verified.jsonl	427	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	20	7	6	18	2	3059	0	success	1
matplotlib__matplotlib-25122	bm25	1	32107021459f497058afc164e0f317fa9d6ccf80f8d6595a4d026849a7362a88	1	temp_run/generated/SWE-bench_Verified.jsonl	293	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	20	3	0	20	7	3857	0	success	1
matplotlib__matplotlib-25287	bm25	0		1	temp_run/generated/SWE-bench_Verified.jsonl	549	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	18	7	5	0	0	1240	0	failed	0
matplotlib__matplotlib-25311	bm25	0		1	temp_run/generated/SWE-bench_Verified.jsonl	208	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	11	4	1	11	5	3000	1	failed	0
matplotlib__matplotlib-25332	bm25	0		1	temp_run/generated/SWE-bench_Verified.jsonl	252	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	19	7	0	19	8	4283	1	failed	0
matplotlib__matplotlib-25479	bm25	0		1	temp_run/generated/SWE-bench_Verified.jsonl	1212	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	19	6	11	19	6	4981	1	failed	0
matplotlib__matplotlib-25775	bm25	1	3cb2a428b279c872eeca7bb6ad9b8baaa85a5c7c48fa67d4f9289a4fff073433	1	temp_run/generated/SWE-bench_Verified.jsonl	159	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	16	12	0	8	2	2191	0	partial	2
matplotlib__matplotlib-25960	bm25	0		1	temp_run/generated/SWE-bench_Verified.jsonl	229	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	17	4	5	17	8	4533	1	failed	0
matplotlib__matplotlib-26113	bm25	0		1	temp_run/generated/SWE-bench_Verified.jsonl	1203	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	20	9	0	0	0	1893	1	failed	0
matplotlib__matplotlib-26208	bm25	0		1	temp_run/generated/SWE-bench_Verified.jsonl	611	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	18	9	1	16	2	3347	1	failed	0
matplotlib__matplotlib-26291	bm25	1	3e7f4cd540fe87c13d0d146d17e22d15879fba2463726031a39febebe0ff3409	1	temp_run/generated/SWE-bench_Verified.jsonl	1007	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	12	1	8	12	4	4090	0	success	1
matplotlib__matplotlib-26342	bm25	1	56e0f5f7f6e7f967a1d8396a53a085821f0661c9d48d6511b9efba4e81201719	1	temp_run/generated/SWE-bench_Verified.jsonl	154	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	20	2	8	20	8	3670	1	success	2
matplotlib__matplotlib-26466	bm25	1	e06edad3b5156cbfaa1e864fa144a789ac5763445f3e64de8520cb207f9d5d16	1	temp_run/generated/SWE-bench_Verified.jsonl	422	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	20	10	3	2	2	4233	0	success	1
mwaskom__seaborn-3069	bm25	0		1	temp_run/generated/SWE-bench_Verified.jsonl	267	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	15	7	9	11	2	4244	1	failed	0
mwaskom__seaborn-3187	bm25	0		1	temp_run/generated/SWE-bench_Verified.jsonl	384	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	14	10	6	7	2	4431	1	failed	0
pallets__flask-5014	bm25	0		1	temp_run/generated/SWE-bench_Verified.jsonl	52	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	16	3	5	16	6	3450	1	failed	0
psf__requests-1142	bm25	1	d779fba367372e0376a9913bc8bfd6fe57fc073a4dadcd23eecbcfe6a7018d1b	1	temp_run/generated/SWE-bench_Verified.jsonl	81	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	19	8	5	19	8	3679	0	success	1
psf__requests-1724	bm25	0		1	temp_run/generated/SWE-bench_Verified.jsonl	1212	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	20	9	8	20	6	4613	1	failed	0
psf__requests-1766	bm25	0		1	temp_run/generated/SWE-bench_Verified.jsonl	209	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	14	7	6	14	8	3551	1	failed	0
psf__requests-1921	bm25	1	d1f49db1654829c5512dae724a8605881066c9aeaf33b8e9d20dbfd5f7b7d257	1	temp_run/generated/SWE-bench_Verified.jsonl	170	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	20	10	7	20	8	3930	0	partial	1
psf__requests-2317	bm25	1	93b407161c453947a8f50858ee0f3ce4e06905cba0184902f5ece3164fe4b388	1	temp_run/generated/SWE-bench_Verified.jsonl	213	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	19	7	9	19	8	4565	1	success	2
psf__requests-2931	bm25	0		1	temp_run/generated/SWE-bench_Verified.jsonl	83	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	19	7	8	19	8	3852	1	failed	0
psf__requests-5414	bm25	0		1	temp_run/generated/SWE-bench_Verified.jsonl	432	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	20	6	3	20	8	4570	1	failed	0
psf__requests-6028	bm25	1	f9b5438887fbdd6018b776d66b5bed3f35e8ab0b29516dab8439cf90ef4d62f1	1	temp_run/generated/SWE-bench_Verified.jsonl	378	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	18	4	3	18	8	4134	0	success	1
pydata__xarray-2905	bm25	1	39527d25b0915f4939785d43a6be47505abd693c1a8634941ef8179c5e1c0e63	1	temp_run/generated/SWE-bench_Verified.jsonl	661	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	18	4	3	18	7	3938	0	success	1
pydata__xarray-3095	bm25	1	6bd5af9ea2850ea7fe0ab43fd94d526c33ed533749a6ea8e0bc9e4c6d39312c4	1	temp_run/generated/SWE-bench_Verified.jsonl	541	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	19	4	1	19	8	4958	0	success	1
pydata__xarray-3151	bm25	1	90249261ab46b574308dbe2f63f54cab7956f0677e9bd9abd5905b459db6b4da	1	temp_run/generated/SWE-bench_Verified.jsonl	726	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	19	5	0	19	5	4870	0	success	1
pydata__xarray-3305	bm25	1	9a1b5a3d92b1423def741c3f9e7fa87ded6bfc4ab5b1785f6897a376357aa6a2	1	temp_run/generated/SWE-bench_Verified.jsonl	605	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	20	8	2	20	6	4933	1	success	2
pydata__xarray-3677	bm25	1	f63447d3551917699081955f8a8f1dad374be2d8b13ed498760819b720f4831b	1	temp_run/generated/SWE-bench_Verified.jsonl	408	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	20	5	0	20	8	4359	1	success	1
pydata__xarray-3993	bm25	0		1	temp_run/generated/SWE-bench_Verified.jsonl	213	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	20	6	0	20	8	4626	1	failed	0
pydata__xarray-4075	bm25	0		1	temp_run/generated/SWE-bench_Verified.jsonl	723	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	16	4	9	16	7	4266	1	failed	0
pydata__xarray-4094	bm25	0		1	temp_run/generated/SWE-bench_Verified.jsonl	575	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	16	7	1	16	8	4728	1	failed	0
pydata__xarray-4356	bm25	0		1	temp_run/generated/SWE-bench_Verified.jsonl	206	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	16	8	0	16	8	3809	1	failed	0
pydata__xarray-4629	bm25	1	899bff937023b630bb9e92b5c95b4029af4a1ae48edbb187dd8573b1e9004620	1	temp_run/generated/SWE-bench_Verified.jsonl	871	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	20	9	0	20	8	4921	0	success	1
pydata__xarray-4687	bm25	1	c3d7314a6e16ab2959daae876572f41bd4a1dba7f8617957ed9b49f2e6799e7e	1	temp_run/generated/SWE-bench_Verified.jsonl	1204	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	18	6	5	18	6	4734	0	success	1
pydata__xarray-4695	bm25	0		1	temp_run/generated/SWE-bench_Verified.jsonl	1209	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	16	6	3	16	8	4733	1	failed	0
pydata__xarray-4966	bm25	1	e7d4a556e3f99bee15d41948e87c6578c5efc5b169101296a16da3f738bf30f3	1	temp_run/generated/SWE-bench_Verified.jsonl	1210	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	19	9	1	19	4	4530	0	success	1
pydata__xarray-6461	bm25	1	1bb08f5cb7e7887d664f02310ac1f3c670dcc82cb9ed784e7997fcd325b0b8b1	1	temp_run/generated/SWE-bench_Verified.jsonl	268	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	20	8	2	20	8	4878	1	success	1
pydata__xarray-6599	bm25	0		1	temp_run/generated/SWE-bench_Verified.jsonl	1203	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	15	9	0	15	8	4179	1	failed	0
pydata__xarray-6721	bm25	0		1	temp_run/generated/SWE-bench_Verified.jsonl	1204	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	20	7	3	20	8	4814	1	failed	0
pydata__xarray-6744	bm25	0		1	temp_run/generated/SWE-bench_Verified.jsonl	442	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	18	4	8	18	7	4122	1	failed	0
pydata__xarray-6938	bm25	1	3647c0242b4242906800027632ecf0f60cc32fe89bacae744a7753bb313eb1b5	1	temp_run/generated/SWE-bench_Verified.jsonl	923	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	12	6	0	12	6	4031	0	success	1
pydata__xarray-6992	bm25	1	6e4400cb3b8b479fd29babe807eb62bedd7ee67816a63af10bd19367264f24e6	1	temp_run/generated/SWE-bench_Verified.jsonl	410	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	17	5	6	17	6	3921	1	success	1
pydata__xarray-7229	bm25	1	a6bbcc9c80c0fd0e89d2616f4790590e376a291d4b1ad8d4fbe0d472eb41b3e7	1	temp_run/generated/SWE-bench_Verified.jsonl	927	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	17	7	0	17	2	4513	0	success	1
pydata__xarray-7233	bm25	1	4ede49fdae3d54ca03b1d8b1c968663e2829818bdd1737c0d1a69d0ea0a196ec	1	temp_run/generated/SWE-bench_Verified.jsonl	534	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	17	6	2	17	8	4713	1	success	1
pydata__xarray-7393	bm25	1	6b62e5b90a9328f8e1ef3a0c66bf58ae5c046ce99e20b9377062730e0b33ffc7	1	temp_run/generated/SWE-bench_Verified.jsonl	775	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	17	8	2	17	8	4604	1	success	1
pylint-dev__pylint-4551	bm25	1	6e9dd7f6495a8fa226245a8dd5be50c8f622768a39b03213bd1a25bc93e6ca90	1	temp_run/generated/SWE-bench_Verified.jsonl	240	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	15	10	6	9	2	4438	0	partial	2
pylint-dev__pylint-4604	bm25	1	b0d876d6829ccecbcc0010b21081ec38aec0a4f9e7f60e36a4b53ed3952cc779	1	temp_run/generated/SWE-bench_Verified.jsonl	208	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	16	8	0	0	0	898	1	success	1
pylint-dev__pylint-4661	bm25	1	d9267f954d427e124e2a7b1d7068abda78bdf61f74d7784d0d2ddd19e03cea43	1	temp_run/generated/SWE-bench_Verified.jsonl	224	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	10	6	0	8	1	4878	0	success	1
pylint-dev__pylint-4970	bm25	0		1	temp_run/generated/SWE-bench_Verified.jsonl	149	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	14	9	4	5	2	3074	1	failed	0
pylint-dev__pylint-6386	bm25	1	34ff2291f4b71795d1681a41e1971cdee90f914c5180ed7553dea15d250f4b18	1	temp_run/generated/SWE-bench_Verified.jsonl	224	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	17	8	1	7	2	3174	0	success	1
pylint-dev__pylint-6528	bm25	1	421e904814143a391ec620731baaac3450739f2fe186cc1f4bfe1d0b5efcaf38	1	temp_run/generated/SWE-bench_Verified.jsonl	565	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	20	10	0	18	2	4929	1	success	1
pylint-dev__pylint-6903	bm25	1	9ddaceede6b8e1c1f5fc41795cda08da58138cd2355a3b1735b45f03d71c1037	1	temp_run/generated/SWE-bench_Verified.jsonl	844	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	20	9	1	6	2	4544	0	success	1
pylint-dev__pylint-7080	bm25	1	5ef0972cfee72cd541e283d06be46f1a564a70c7643cdb323ec1024178d783f0	1	temp_run/generated/SWE-bench_Verified.jsonl	1212	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	14	8	0	12	2	4726	1	success	1
pylint-dev__pylint-7277	bm25	1	aebc017e2679aa4682f95e9513a511cb4508be36c93686c548eaa741085dbe0f	1	temp_run/generated/SWE-bench_Verified.jsonl	291	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	19	10	0	5	2	4005	0	success	1
pylint-dev__pylint-8898	bm25	0		1	temp_run/generated/SWE-bench_Verified.jsonl	965	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	18	7	3	8	2	4313	1	failed	0
pytest-dev__pytest-10051	bm25	0		1	temp_run/generated/SWE-bench_Verified.jsonl	426	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	20	2	13	20	6	3857	1	failed	0
pytest-dev__pytest-10081	bm25	1	5ee4286d28dc17f11fed7a32abfe3e221c2007e3a70e24361164edebe4cde10e	1	temp_run/generated/SWE-bench_Verified.jsonl	719	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	17	12	5	17	6	4662	0	success	1
pytest-dev__pytest-10356	bm25	0		1	temp_run/generated/SWE-bench_Verified.jsonl	1206	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	14	4	6	14	8	4491	1	failed	0
pytest-dev__pytest-5262	bm25	1	76cf1831cee275f87f9f086eac10c1e353eb39091364d52d64e612d87d706fe4	1	temp_run/generated/SWE-bench_Verified.jsonl	1178	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	17	1	16	17	3	3543	1	success	1
pytest-dev__pytest-5631	bm25	0		1	temp_run/generated/SWE-bench_Verified.jsonl	639	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	19	7	6	19	8	4308	1	failed	0
pytest-dev__pytest-5787	bm25	0		1	temp_run/generated/SWE-bench_Verified.jsonl	837	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	10	6	2	10	4	2871	1	failed	0
pytest-dev__pytest-5809	bm25	1	590122153dcd3d3ceb159e974ab432d1dec1e594d31d391cfab47b4c1748ffe6	1	temp_run/generated/SWE-bench_Verified.jsonl	269	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	20	9	3	20	8	4106	0	success	1
