instance_id	source	token_budget	candidate_entities	selected_entities	rendered_context_tokens	budget_fill	mean_selected_source_tokens	truncated_entities	changed_lines_covered	changed_lines_total	complete_changed_lines	file_hit	entity_recall	mrr	hit
django__django-13033	Dense_projection	4000	50	19	3929	0.98225	235.31578947368422	6	0	2	0	0	0.0	0.0	0
django__django-13089	Dense_projection	4000	50	22	3954	0.9885	136.3181818181818	2	3	4	0	1	1.0	0.5	1
django__django-13109	Dense_projection	4000	50	21	3986	0.9965	205.57142857142858	6	2	2	1	1	1.0	1.0	1
django__django-13112	Dense_projection	4000	50	8	3931	0.98275	256.625	3	0	2	0	0	0.0	0.0	0
django__django-13121	Dense_projection	4000	50	23	3924	0.981	118.1304347826087	1	20	52	0	1	0.45454545454545453	0.5	1
django__django-13128	Dense_projection	4000	50	28	3891	0.97275	86.25	2	19	22	0	1	1.0	0.07142857142857142	1
django__django-13158	Dense_projection	4000	50	24	3979	0.99475	124.375	2	0	2	0	1	0.0	0.0	0
django__django-13195	Dense_projection	4000	50	25	3945	0.98625	110.52	2	8	10	0	1	0.6666666666666666	0.5	1
django__django-13212	Dense_projection	4000	50	33	3852	0.963	70.36363636363636	2	25	43	0	1	0.8181818181818182	0.3333333333333333	1
django__django-13279	Dense_projection	4000	50	29	3960	0.99	76.06896551724138	0	1	2	0	1	0.5	1.0	1
django__django-13297	Dense_projection	4000	50	24	3977	0.99425	124.20833333333333	3	3	5	0	1	1.0	0.07692307692307693	1
django__django-13315	Dense_projection	4000	50	18	3949	0.98725	178.5	3	3	4	0	1	1.0	0.5	1
django__django-13343	Dense_projection	4000	50	27	3994	0.9985	116.03703703703704	3	3	3	1	1	1.0	0.5	1
django__django-13344	Dense_projection	4000	50	21	3981	0.99525	153.23809523809524	3	26	30	0	1	0.8	0.08333333333333333	1
django__django-13346	Dense_projection	4000	50	25	3901	0.97525	116.36	3	0	2	0	1	1.0	1.0	1
django__django-13363	Dense_projection	4000	50	26	3918	0.9795	79.73076923076923	2	2	4	0	1	0.5	0.045454545454545456	1
django__django-13401	Dense_projection	4000	50	19	3878	0.9695	213.0	6	5	7	0	1	0.6666666666666666	0.09090909090909091	1
django__django-13406	Dense_projection	4000	50	23	3998	0.9995	138.0	3	1	1	1	1	1.0	0.05263157894736842	1
django__django-13410	Dense_projection	4000	50	32	3979	0.99475	71.5	1	0	6	0	1	1.0	0.5	1
django__django-13417	Dense_projection	4000	50	19	3806	0.9515	221.78947368421052	7	2	2	1	1	1.0	0.5	1
django__django-13449	Dense_projection	4000	50	19	3829	0.95725	107.0	0	0	3	0	1	1.0	0.058823529411764705	1
django__django-13512	Dense_projection	4000	50	20	3912	0.978	141.4	2	2	5	0	1	0.5	1.0	1
django__django-13513	Dense_projection	4000	50	20	3943	0.98575	188.9	5	21	27	0	1	1.0	0.25	1
django__django-13516	Dense_projection	4000	50	16	3832	0.958	480.5	8	0	1	0	1	0.0	0.0	0
django__django-13551	Dense_projection	4000	50	29	3710	0.9275	68.13793103448276	1	5	6	0	1	1.0	1.0	1
django__django-13568	Dense_projection	4000	50	24	3888	0.972	127.75	4	0	2	0	0	0.0	0.0	0
django__django-13569	Dense_projection	4000	50	19	3952	0.988	263.8421052631579	5	0	1	0	0	0.0	0.0	0
django__django-13590	Dense_projection	4000	50	41	3972	0.993	35.829268292682926	0	0	3	0	0	0.0	0.0	0
django__django-13658	Dense_projection	4000	50	17	3968	0.992	217.2941176470588	4	0	2	0	0	0.0	0.0	0
django__django-13670	Dense_projection	4000	50	41	3933	0.98325	32.19512195121951	0	2	3	0	1	1.0	0.16666666666666666	1
django__django-13741	Dense_projection	4000	50	36	3974	0.9935	37.361111111111114	0	7	15	0	1	0.8	0.5	1
django__django-13786	Dense_projection	4000	50	30	3941	0.98525	138.5	4	1	3	0	1	1.0	0.03333333333333333	1
django__django-13794	Dense_projection	4000	50	30	3978	0.9945	79.9	3	0	1	0	1	0.0	0.0	0
django__django-13807	Dense_projection	4000	50	26	3926	0.9815	143.30769230769232	7	2	6	0	1	1.0	1.0	1
django__django-13809	Dense_projection	4000	50	30	3816	0.954	80.13333333333334	3	3	4	0	1	1.0	0.043478260869565216	1
django__django-13810	Dense_projection	4000	50	30	3960	0.99	92.6	3	5	5	1	1	1.0	1.0	1
django__django-13820	Dense_projection	4000	50	16	3926	0.9815	391.875	11	0	6	0	1	1.0	0.25	1
django__django-13821	Dense_projection	4000	50	39	3977	0.99425	32.51282051282051	0	2	3	0	1	1.0	0.027777777777777776	1
django__django-13837	Dense_projection	4000	50	24	3995	0.99875	151.70833333333334	5	2	7	0	1	1.0	0.5	1
django__django-13925	Dense_projection	4000	50	28	3733	0.93325	73.10714285714286	2	1	1	1	1	1.0	0.03571428571428571	1
django__django-13933	Dense_projection	4000	50	24	3892	0.973	77.29166666666667	1	2	2	1	1	1.0	0.16666666666666666	1
django__django-13964	Dense_projection	4000	50	20	3916	0.979	195.85	7	0	2	0	1	0.0	0.0	0
django__django-14007	Dense_projection	4000	50	21	3992	0.998	172.33333333333334	4	0	9	0	0	0.0	0.0	0
django__django-14011	Dense_projection	4000	50	23	3859	0.96475	147.95652173913044	4	1	3	0	1	1.0	0.16666666666666666	1
django__django-14017	Dense_projection	4000	50	24	3799	0.94975	104.95833333333333	1	0	2	0	0	0.0	0.0	0
django__django-14034	Dense_projection	4000	50	22	3970	0.9925	118.22727272727273	1	0	4	0	0	0.0	0.0	0
django__django-14053	Dense_projection	4000	50	26	3972	0.993	140.80769230769232	5	8	8	1	1	1.0	1.0	1
django__django-14089	Dense_projection	4000	50	24	3926	0.9815	162.95833333333334	4	1	1	1	1	1.0	0.3333333333333333	1
django__django-14122	Dense_projection	4000	50	16	3966	0.9915	337.625	10	1	6	0	1	1.0	0.16666666666666666	1
django__django-14140	Dense_projection	4000	50	31	3968	0.992	110.80645161290323	2	0	9	0	0	0.0	0.0	0
django__django-14155	Dense_projection	4000	50	30	3983	0.99575	91.83333333333333	2	4	4	1	1	1.0	0.5	1
django__django-14170	Dense_projection	4000	50	23	3966	0.9915	221.47826086956522	4	17	17	1	1	1.0	0.3333333333333333	1
django__django-14238	Dense_projection	4000	50	17	3838	0.9595	126.05882352941177	4	1	2	0	1	1.0	0.1111111111111111	1
django__django-14311	Dense_projection	4000	50	27	3989	0.99725	130.74074074074073	6	0	3	0	1	1.0	0.0625	1
django__django-14315	Dense_projection	4000	50	35	3791	0.94775	61.2	3	4	5	0	1	1.0	1.0	1
django__django-14349	Dense_projection	4000	50	27	3954	0.9885	103.44444444444444	2	0	2	0	0	0.0	0.0	0
django__django-14351	Dense_projection	4000	50	17	3898	0.9745	316.94117647058823	3	0	1	0	0	0.0	0.0	0
django__django-14373	Dense_projection	4000	50	37	3905	0.97625	36.513513513513516	0	0	3	0	1	0.0	0.0	0
django__django-14376	Dense_projection	4000	50	33	3973	0.99325	77.0909090909091	3	5	9	0	1	1.0	0.09090909090909091	1
django__django-14404	Dense_projection	4000	50	25	3831	0.95775	138.32	5	5	5	1	1	1.0	1.0	1
django__django-14434	Dense_projection	4000	50	35	3904	0.976	44.65714285714286	1	4	8	0	1	1.0	0.16666666666666666	1
django__django-14493	Dense_projection	4000	50	29	3987	0.99675	131.41379310344828	5	0	1	0	1	1.0	0.3333333333333333	1
django__django-14500	Dense_projection	4000	50	19	3799	0.94975	246.52631578947367	6	5	5	1	1	1.0	0.25	1
django__django-14534	Dense_projection	4000	50	26	3961	0.99025	120.34615384615384	4	1	2	0	1	1.0	0.125	1
django__django-14539	Dense_projection	4000	50	26	3988	0.997	137.3846153846154	3	0	3	0	1	1.0	0.25	1
django__django-14559	Dense_projection	4000	50	19	3949	0.98725	180.42105263157896	3	2	5	0	1	1.0	0.5	1
django__django-14580	Dense_projection	4000	50	17	3893	0.97325	107.76470588235294	1	0	2	0	0	0.0	0.0	0
django__django-14608	Dense_projection	4000	50	27	3881	0.97025	127.44444444444444	5	0	4	0	1	0.0	0.0	0
django__django-14631	Dense_projection	4000	50	27	3904	0.976	98.4074074074074	2	11	43	0	1	0.25	0.25	1
django__django-14672	Dense_projection	4000	50	27	3922	0.9805	330.81481481481484	6	2	2	1	1	1.0	0.14285714285714285	1
django__django-14725	Dense_projection	4000	50	31	3981	0.99525	93.3225806451613	4	0	8	0	1	0.0	0.0	0
django__django-14752	Dense_projection	4000	50	27	3892	0.973	89.4074074074074	1	4	5	0	1	1.0	1.0	1
django__django-14765	Dense_projection	4000	50	19	3757	0.93925	220.89473684210526	7	5	5	1	1	1.0	1.0	1
django__django-14771	Dense_projection	4000	50	30	3989	0.99725	71.93333333333334	1	0	1	0	1	0.0	0.0	0
django__django-14787	Dense_projection	4000	50	21	3906	0.9765	163.38095238095238	6	0	2	0	1	1.0	0.5	1
django__django-14792	Dense_projection	4000	50	23	3993	0.99825	111.6086956521739	3	0	3	0	0	0.0	0.0	0
django__django-14855	Dense_projection	4000	50	22	3973	0.99325	151.86363636363637	5	2	2	1	1	1.0	0.5	1
django__django-14915	Dense_projection	4000	50	26	3830	0.9575	78.53846153846153	1	1	1	1	1	1.0	1.0	1
django__django-14999	Dense_projection	4000	50	28	3945	0.98625	127.21428571428571	2	7	7	1	1	1.0	0.05555555555555555	1
django__django-15022	Dense_projection	4000	50	15	3850	0.9625	449.6	7	0	3	0	1	0.0	0.0	0
django__django-15037	Dense_projection	4000	50	30	3996	0.999	94.06666666666666	3	0	5	0	0	0.0	0.0	0
django__django-15098	Dense_projection	4000	50	18	3538	0.8845	179.11111111111111	5	0	2	0	1	0.0	0.0	0
django__django-15103	Dense_projection	4000	50	29	3931	0.98275	79.20689655172414	1	10	11	0	1	1.0	1.0	1
django__django-15104	Dense_projection	4000	50	16	3844	0.961	201.0	3	2	2	1	1	1.0	0.0625	1
django__django-15127	Dense_projection	4000	50	30	3863	0.96575	76.83333333333333	1	0	3	0	0	0.0	0.0	0
django__django-15128	Dense_projection	4000	50	17	3984	0.996	384.0	7	10	16	0	1	1.0	1.0	1
django__django-15161	Dense_projection	4000	50	36	3946	0.9865	59.0	1	0	6	0	1	1.0	1.0	1
django__django-15252	Dense_projection	4000	50	29	3959	0.98975	119.93103448275862	4	2	3	0	1	1.0	0.3333333333333333	1
django__django-15268	Dense_projection	4000	50	30	3993	0.99825	74.93333333333334	1	0	4	0	1	0.0	0.0	0
django__django-15277	Dense_projection	4000	50	29	3986	0.9965	72.58620689655173	0	0	2	0	1	0.0	0.0	0
django__django-15278	Dense_projection	4000	50	31	3998	0.9995	65.64516129032258	2	5	5	1	1	1.0	0.14285714285714285	1
django__django-15280	Dense_projection	4000	50	24	3924	0.981	131.20833333333334	4	0	3	0	1	0.0	0.0	0
django__django-15315	Dense_projection	4000	50	34	3904	0.976	69.05882352941177	2	5	6	0	1	1.0	1.0	1
django__django-15368	Dense_projection	4000	50	15	3924	0.981	272.53333333333336	4	2	4	0	1	1.0	1.0	1
django__django-15375	Dense_projection	4000	50	30	3987	0.99675	101.8	4	1	2	0	1	1.0	0.125	1
django__django-15380	Dense_projection	4000	50	17	3809	0.95225	295.0	6	2	2	1	1	1.0	0.16666666666666666	1
django__django-15382	Dense_projection	4000	50	25	3778	0.9445	152.4	2	8	8	1	1	1.0	0.125	1
django__django-15467	Dense_projection	4000	50	17	3924	0.981	215.8235294117647	5	0	2	0	1	0.0	0.0	0
django__django-15499	Dense_projection	4000	50	28	3945	0.98625	148.89285714285714	3	0	1	0	1	1.0	0.04	1
django__django-15503	Dense_projection	4000	50	20	3938	0.9845	122.15	4	12	16	0	1	1.0	0.3333333333333333	1
django__django-15525	Dense_projection	4000	50	33	3788	0.947	59.24242424242424	3	0	2	0	0	0.0	0.0	0
django__django-15554	Dense_projection	4000	50	23	3959	0.98975	128.52173913043478	3	1	19	0	1	0.25	0.5	1
django__django-15561	Dense_projection	4000	50	25	3653	0.91325	58.2	0	0	18	0	0	0.0	0.0	0
django__django-15563	Dense_projection	4000	50	14	3810	0.9525	415.0	11	0	8	0	1	0.0	0.0	0
django__django-15569	Dense_projection	4000	50	31	3844	0.961	63.096774193548384	0	0	1	0	1	1.0	0.5	1
django__django-15572	Dense_projection	4000	50	23	3982	0.9955	143.34782608695653	2	4	4	1	1	1.0	0.05555555555555555	1
django__django-15629	Dense_projection	4000	50	34	3902	0.9755	46.529411764705884	0	0	14	0	1	0.0	0.0	0
django__django-15695	Dense_projection	4000	50	27	3913	0.97825	91.29629629629629	2	1	1	1	1	1.0	0.3333333333333333	1
django__django-15731	Dense_projection	4000	50	31	3942	0.9855	63.54838709677419	1	3	4	0	1	1.0	1.0	1
django__django-15732	Dense_projection	4000	50	22	3997	0.99925	167.72727272727272	5	2	9	0	1	0.75	0.5	1
django__django-15741	Dense_projection	4000	50	24	3996	0.999	116.08333333333333	2	0	1	0	1	1.0	0.5	1
django__django-15814	Dense_projection	4000	50	20	3977	0.99425	291.9	6	0	1	0	1	0.0	0.0	0
django__django-15851	Dense_projection	4000	50	24	3984	0.996	103.79166666666667	1	2	2	1	1	1.0	1.0	1
django__django-15863	Dense_projection	4000	50	32	3999	0.99975	96.375	2	0	2	0	1	1.0	0.16666666666666666	1
django__django-15916	Dense_projection	4000	50	16	3886	0.9715	315.1875	9	10	13	0	1	0.6666666666666666	1.0	1
django__django-15930	Dense_projection	4000	50	27	3867	0.96675	94.18518518518519	2	0	1	0	1	0.0	0.0	0
django__django-15957	Dense_projection	4000	50	19	3960	0.99	240.05263157894737	4	0	11	0	1	0.0	0.0	0
django__django-15973	Dense_projection	4000	50	9	3913	0.97825	315.0	5	2	2	1	1	1.0	0.16666666666666666	1
django__django-15987	Dense_projection	4000	50	22	3988	0.997	149.6818181818182	4	2	2	1	1	1.0	1.0	1
django__django-16032	Dense_projection	4000	50	17	3784	0.946	294.7647058823529	7	1	11	0	1	0.4	0.3333333333333333	1
django__django-16082	Dense_projection	4000	50	23	3997	0.99925	96.78260869565217	1	1	1	1	1	0.0	0.0	0
django__django-16100	Dense_projection	4000	50	18	3946	0.9865	270.22222222222223	5	0	10	0	1	1.0	0.16666666666666666	1
django__django-16116	Dense_projection	4000	50	18	3973	0.99325	370.5	7	3	5	0	1	0.5	0.06666666666666667	1
django__django-16136	Dense_projection	4000	50	32	3957	0.98925	92.28125	3	1	2	0	1	1.0	0.16666666666666666	1
django__django-16139	Dense_projection	4000	50	26	3953	0.98825	90.8076923076923	3	0	2	0	1	0.0	0.0	0
django__django-16145	Dense_projection	4000	50	25	3970	0.9925	109.76	2	1	3	0	1	1.0	0.125	1
django__django-16255	Dense_projection	4000	50	30	3944	0.986	93.16666666666667	3	2	2	1	1	1.0	0.16666666666666666	1
django__django-16256	Dense_projection	4000	50	20	3756	0.939	457.45	5	7	11	0	1	1.0	1.0	1
django__django-16263	Dense_projection	4000	50	22	3952	0.988	232.0909090909091	6	11	44	0	1	0.2222222222222222	0.3333333333333333	1
django__django-16315	Dense_projection	4000	50	15	3882	0.9705	278.6666666666667	7	3	10	0	1	0.6666666666666666	1.0	1
django__django-16333	Dense_projection	4000	50	24	3943	0.98575	117.125	2	1	1	1	1	1.0	0.14285714285714285	1
django__django-16429	Dense_projection	4000	50	16	3897	0.97425	222.25	4	0	1	0	1	1.0	0.2	1
django__django-16454	Dense_projection	4000	50	14	3886	0.9715	521.7142857142857	7	0	2	0	1	1.0	0.5	1
django__django-16485	Dense_projection	4000	50	33	3901	0.97525	82.54545454545455	1	0	2	0	1	1.0	1.0	1
django__django-16493	Dense_projection	4000	50	31	3950	0.9875	83.3225806451613	2	3	3	1	1	1.0	0.5	1
django__django-16502	Dense_projection	4000	50	17	3977	0.99425	215.11764705882354	4	0	5	0	0	0.0	0.0	0
django__django-16527	Dense_projection	4000	50	24	3915	0.97875	134.29166666666666	3	0	2	0	0	0.0	0.0	0
django__django-16560	Dense_projection	4000	50	25	3890	0.9725	182.4	6	8	40	0	1	0.3125	0.3333333333333333	1
django__django-16569	Dense_projection	4000	50	20	3998	0.9995	178.85	6	2	2	1	1	1.0	1.0	1
django__django-16595	Dense_projection	4000	50	27	3904	0.976	229.2962962962963	3	4	4	1	1	1.0	1.0	1
django__django-16612	Dense_projection	4000	50	25	3823	0.95575	198.6	7	2	2	1	1	1.0	1.0	1
django__django-16631	Dense_projection	4000	50	41	3922	0.9805	38.53658536585366	1	0	10	0	0	0.0	0.0	0
django__django-16642	Dense_projection	4000	50	30	3867	0.96675	97.86666666666666	5	0	2	0	1	0.0	0.0	0
django__django-16661	Dense_projection	4000	50	23	3977	0.99425	115.04347826086956	2	5	5	1	1	1.0	1.0	1
django__django-16662	Dense_projection	4000	50	8	3813	0.95325	255.625	2	0	2	0	0	0.0	0.0	0
django__django-16667	Dense_projection	4000	50	38	3966	0.9915	53.026315789473685	2	1	1	1	1	1.0	0.09090909090909091	1
django__django-16801	Dense_projection	4000	50	24	3918	0.9795	167.29166666666666	5	3	7	0	1	1.0	0.3333333333333333	1
django__django-16819	Dense_projection	4000	50	31	3868	0.967	88.2258064516129	1	0	1	0	1	1.0	0.5	1
django__django-16877	Dense_projection	4000	50	30	3987	0.99675	103.86666666666666	3	0	1	0	1	1.0	0.5	1
django__django-16899	Dense_projection	4000	50	17	3852	0.963	190.88235294117646	3	4	4	1	1	1.0	1.0	1
django__django-16901	Dense_projection	4000	50	31	3984	0.996	84.29032258064517	1	0	4	0	1	0.0	0.0	0
django__django-16938	Dense_projection	4000	50	15	3891	0.97275	892.8666666666667	9	0	4	0	0	0.0	0.0	0
django__django-16950	Dense_projection	4000	50	19	3869	0.96725	208.52631578947367	6	0	2	0	1	0.0	0.0	0
django__django-17029	Dense_projection	4000	50	30	3887	0.97175	73.36666666666666	1	1	1	1	1	1.0	0.14285714285714285	1
django__django-17084	Dense_projection	4000	50	43	3963	0.99075	26.209302325581394	0	0	3	0	0	0.0	0.0	0
django__django-17087	Dense_projection	4000	50	23	3939	0.98475	126.34782608695652	3	0	2	0	0	0.0	0.0	0
django__django-7530	Dense_projection	4000	50	20	3924	0.981	261.4	7	0	2	0	1	1.0	0.2	1
django__django-9296	Dense_projection	4000	50	38	3917	0.97925	49.60526315789474	1	0	1	0	1	0.0	0.0	0
matplotlib__matplotlib-13989	Dense_projection	4000	50	3	1397	0.34925	1985.3333333333333	2	0	2	0	1	1.0	1.0	1
matplotlib__matplotlib-14623	Dense_projection	4000	50	24	3963	0.99075	131.875	4	0	13	0	1	0.0	0.0	0
matplotlib__matplotlib-20488	Dense_projection	4000	50	6	1398	0.3495	385.0	3	0	4	0	0	0.0	0.0	0
matplotlib__matplotlib-20676	Dense_projection	4000	50	19	3882	0.9705	240.47368421052633	5	0	2	0	1	0.0	0.0	0
matplotlib__matplotlib-20826	Dense_projection	4000	50	18	3885	0.97125	230.0	6	0	3	0	1	0.0	0.0	0
matplotlib__matplotlib-20859	Dense_projection	4000	50	22	3937	0.98425	283.8636363636364	7	0	6	0	0	0.0	0.0	0
matplotlib__matplotlib-21568	Dense_projection	4000	50	35	3766	0.9415	51.65714285714286	1	0	3	0	1	0.0	0.0	0
matplotlib__matplotlib-22719	Dense_projection	4000	50	0	0	0.0	0.0	0	0	4	0	0	0.0	0.0	0
matplotlib__matplotlib-22865	Dense_projection	4000	50	17	3924	0.981	267.52941176470586	4	0	3	0	1	0.0	0.0	0
matplotlib__matplotlib-22871	Dense_projection	4000	50	24	3941	0.98525	125.08333333333333	4	0	3	0	1	1.0	0.2	1
matplotlib__matplotlib-23299	Dense_projection	4000	50	31	3905	0.97625	76.70967741935483	2	0	3	0	0	0.0	0.0	0
matplotlib__matplotlib-23314	Dense_projection	4000	50	28	3853	0.96325	77.92857142857143	2	0	1	0	1	0.0	0.0	0
matplotlib__matplotlib-23412	Dense_projection	4000	50	0	0	0.0	0.0	0	0	4	0	0	0.0	0.0	0
matplotlib__matplotlib-23476	Dense_projection	4000	50	1	167	0.04175	74.0	0	0	1	0	0	0.0	0.0	0
matplotlib__matplotlib-24026	Dense_projection	4000	50	0	0	0.0	0.0	0	0	9	0	0	0.0	0.0	0
matplotlib__matplotlib-24149	Dense_projection	4000	50	1	2745	0.68625	1975.0	1	0	2	0	0	0.0	0.0	0
matplotlib__matplotlib-24177	Dense_projection	4000	50	1	805	0.20125	4547.0	1	0	2	0	0	0.0	0.0	0
matplotlib__matplotlib-24570	Dense_projection	4000	50	17	3798	0.9495	355.4117647058824	9	4	4	1	1	1.0	0.2	1
matplotlib__matplotlib-24627	Dense_projection	4000	50	13	3860	0.965	264.7692307692308	4	0	2	0	1	0.0	0.0	0
matplotlib__matplotlib-24637	Dense_projection	4000	50	18	3975	0.99375	287.1666666666667	6	2	2	1	1	1.0	1.0	1
matplotlib__matplotlib-24870	Dense_projection	4000	50	21	3900	0.975	272.6190476190476	8	7	24	0	1	0.5	0.07142857142857142	1
matplotlib__matplotlib-24970	Dense_projection	4000	50	7	1835	0.45875	490.85714285714283	5	0	11	0	0	0.0	0.0	0
matplotlib__matplotlib-25122	Dense_projection	4000	50	13	3940	0.985	380.53846153846155	7	4	8	0	1	1.0	1.0	1
matplotlib__matplotlib-25287	Dense_projection	4000	50	19	3849	0.96225	264.0	7	0	6	0	1	0.0	0.0	0
matplotlib__matplotlib-25311	Dense_projection	4000	50	4	3757	0.93925	848.5	3	0	2	0	0	0.0	0.0	0
matplotlib__matplotlib-25332	Dense_projection	4000	50	21	3929	0.98225	212.04761904761904	4	0	1	0	1	0.0	0.0	0
matplotlib__matplotlib-25479	Dense_projection	4000	50	18	3993	0.99825	198.94444444444446	4	0	3	0	1	0.5	0.058823529411764705	1
matplotlib__matplotlib-25775	Dense_projection	4000	50	23	3873	0.96825	141.56521739130434	4	0	16	0	1	0.125	0.08333333333333333	1
matplotlib__matplotlib-25960	Dense_projection	4000	50	21	3928	0.982	163.0952380952381	4	6	6	1	1	1.0	1.0	1
matplotlib__matplotlib-26113	Dense_projection	4000	50	19	3823	0.95575	522.1052631578947	8	0	2	0	1	1.0	1.0	1
matplotlib__matplotlib-26208	Dense_projection	4000	50	20	3856	0.964	226.45	6	1	2	0	1	0.5	0.07692307692307693	1
matplotlib__matplotlib-26291	Dense_projection	4000	50	20	3998	0.9995	207.5	4	1	1	1	1	1.0	0.16666666666666666	1
matplotlib__matplotlib-26342	Dense_projection	4000	50	24	3944	0.986	258.3333333333333	7	4	6	0	1	1.0	0.2	1
matplotlib__matplotlib-26466	Dense_projection	4000	50	16	3989	0.99725	141.875	1	0	17	0	0	0.0	0.0	0
mwaskom__seaborn-3069	Dense_projection	4000	50	10	3982	0.9955	527.4	5	0	5	0	1	0.5	0.125	1
mwaskom__seaborn-3187	Dense_projection	4000	50	2	3878	0.9695	1396.5	2	0	2	0	0	0.0	0.0	0
pallets__flask-5014	Dense_projection	4000	50	21	3887	0.97175	170.71428571428572	2	1	1	1	1	1.0	1.0	1
psf__requests-1142	Dense_projection	4000	50	15	3937	0.98425	216.33333333333334	3	1	2	0	1	1.0	0.5	1
psf__requests-1724	Dense_projection	4000	50	12	3995	0.99875	452.9166666666667	5	0	3	0	1	1.0	0.1	1
psf__requests-1766	Dense_projection	4000	50	25	3868	0.967	160.24	6	2	4	0	1	1.0	1.0	1
psf__requests-1921	Dense_projection	4000	50	19	3966	0.9915	216.3684210526316	6	0	1	0	1	0.0	0.0	0
psf__requests-2317	Dense_projection	4000	50	16	3979	0.99475	239.6875	4	0	4	0	0	0.0	0.0	0
psf__requests-2931	Dense_projection	4000	50	16	3763	0.94075	245.4375	5	1	3	0	1	0.5	0.07692307692307693	1
psf__requests-5414	Dense_projection	4000	50	14	3976	0.994	294.42857142857144	6	0	2	0	1	1.0	0.1	1
psf__requests-6028	Dense_projection	4000	50	11	3819	0.95475	471.72727272727275	6	0	1	0	1	0.0	0.0	0
pydata__xarray-2905	Dense_projection	4000	50	19	3862	0.9655	487.7368421052632	5	0	2	0	1	0.0	0.0	0
pydata__xarray-3095	Dense_projection	4000	50	15	3760	0.94	405.46666666666664	9	4	30	0	1	0.1111111111111111	0.25	1
pydata__xarray-3151	Dense_projection	4000	50	14	3689	0.92225	414.0	6	9	9	1	1	1.0	1.0	1
pydata__xarray-3305	Dense_projection	4000	50	13	3823	0.95575	407.61538461538464	7	0	11	0	1	0.5	0.14285714285714285	1
pydata__xarray-3677	Dense_projection	4000	50	16	3948	0.987	528.375	8	0	1	0	0	0.0	0.0	0
pydata__xarray-3993	Dense_projection	4000	50	13	3846	0.9615	554.3846153846154	10	22	23	0	1	1.0	1.0	1
pydata__xarray-4075	Dense_projection	4000	50	23	3862	0.9655	94.91304347826087	1	2	2	1	1	1.0	0.16666666666666666	1
pydata__xarray-4094	Dense_projection	4000	50	15	3921	0.98025	509.46666666666664	8	2	2	1	1	1.0	0.3333333333333333	1
pydata__xarray-4356	Dense_projection	4000	50	15	3947	0.98675	196.73333333333332	3	6	6	1	1	1.0	0.2	1
pydata__xarray-4629	Dense_projection	4000	50	12	3839	0.95975	1062.0	11	0	2	0	1	1.0	0.3333333333333333	1
pydata__xarray-4687	Dense_projection	4000	50	19	3826	0.9565	392.10526315789474	7	0	5	0	0	0.0	0.0	0
pydata__xarray-4695	Dense_projection	4000	50	11	3753	0.93825	891.4545454545455	10	0	2	0	1	0.0	0.0	0
pydata__xarray-4966	Dense_projection	4000	50	24	3858	0.9645	254.375	4	0	1	0	0	0.0	0.0	0
pydata__xarray-6461	Dense_projection	4000	50	11	3761	0.94025	921.1818181818181	8	2	3	0	1	1.0	0.25	1
pydata__xarray-6599	Dense_projection	4000	50	20	3741	0.93525	229.4	3	0	3	0	1	0.0	0.0	0
pydata__xarray-6721	Dense_projection	4000	50	13	3904	0.976	587.3846153846154	7	0	2	0	0	0.0	0.0	0
pydata__xarray-6744	Dense_projection	4000	50	18	3846	0.9615	280.3333333333333	10	10	10	1	1	1.0	0.1	1
pydata__xarray-6938	Dense_projection	4000	50	13	3921	0.98025	818.6153846153846	12	0	24	0	1	0.1111111111111111	0.5	1
pydata__xarray-6992	Dense_projection	4000	50	16	3893	0.97325	335.0625	7	0	56	0	1	0.0	0.0	0
pydata__xarray-7229	Dense_projection	4000	50	12	3763	0.94075	932.3333333333334	11	0	8	0	0	0.0	0.0	0
pydata__xarray-7233	Dense_projection	4000	50	17	3874	0.9685	384.3529411764706	8	2	2	1	1	1.0	0.14285714285714285	1
pydata__xarray-7393	Dense_projection	4000	50	13	3668	0.917	494.61538461538464	7	0	3	0	1	0.0	0.0	0
pylint-dev__pylint-4551	Dense_projection	4000	50	2	1527	0.38175	601.0	1	0	36	0	0	0.0	0.0	0
pylint-dev__pylint-4604	Dense_projection	4000	50	3	3645	0.91125	957.6666666666666	3	0	3	0	1	0.0	0.0	0
pylint-dev__pylint-4661	Dense_projection	4000	50	15	3893	0.97325	400.6	4	0	7	0	1	1.0	0.5	1
pylint-dev__pylint-4970	Dense_projection	4000	50	5	3927	0.98175	654.4	3	0	1	0	1	0.0	0.0	0
pylint-dev__pylint-6386	Dense_projection	4000	50	6	3962	0.9905	838.6666666666666	6	1	9	0	1	0.4	1.0	1
pylint-dev__pylint-6528	Dense_projection	4000	50	15	3997	0.99925	306.46666666666664	5	3	12	0	1	0.3333333333333333	0.1111111111111111	1
pylint-dev__pylint-6903	Dense_projection	4000	50	10	3784	0.946	519.9	6	0	1	0	1	0.0	0.0	0
pylint-dev__pylint-7080	Dense_projection	4000	50	7	3536	0.884	346.2857142857143	4	0	1	0	0	0.0	0.0	0
pylint-dev__pylint-7277	Dense_projection	4000	50	19	3175	0.79375	132.10526315789474	2	3	3	1	1	1.0	1.0	1
pylint-dev__pylint-8898	Dense_projection	4000	50	5	3996	0.999	543.2	3	0	7	0	0	0.0	0.0	0
pytest-dev__pytest-10051	Dense_projection	4000	50	28	3831	0.95775	86.17857142857143	1	2	4	0	1	1.0	0.2	1
